gauge_id,station_name,river,latitude,longitude,altitude,area,country,source
schijndel.sluis.spuikanaal,"Schijndel, sluis, spuikanaal","Schijndel, sluis, spuikanaal",51.648311,5.443464,,,Netherlands,Rijkswaterstaat WaterWebservices
schildnoord,Schild noord,Schild noord,53.54028,6.551049,,,Netherlands,Rijkswaterstaat WaterWebservices
schokkerhaven,Schokkerhaven,Schokkerhaven,52.608294,5.754798,,,Netherlands,Rijkswaterstaat WaterWebservices
schokkerhaven.strand,"Schokkerhaven, strand","Schokkerhaven, strand",52.612048,5.7438,,,Netherlands,Rijkswaterstaat WaterWebservices
schokland,Schokland,Schokland,52.625507,5.768233,,,Netherlands,Rijkswaterstaat WaterWebservices
schoonhoven,Schoonhoven,Schoonhoven,51.942,4.85,,,Netherlands,Rijkswaterstaat WaterWebservices
schore,Schore,Schore,52.957356,4.9445,,,Netherlands,Rijkswaterstaat WaterWebservices
schoreloswal,Schore loswal,Schore loswal,51.462993,4.006431,,,Netherlands,Rijkswaterstaat WaterWebservices
schotsmancampenswegbadstrand,Schotsman Campensweg badstrand,Schotsman Campensweg badstrand,51.574656,3.649992,,,Netherlands,Rijkswaterstaat WaterWebservices
schouwen.10kmuitdekust,"Schouwen, 10 km uit de kust","Schouwen, 10 km uit de kust",51.719192,3.493973,,,Netherlands,Rijkswaterstaat WaterWebservices
schouwen.1kmuitdekust,"Schouwen, 1 km uit de kust","Schouwen, 1 km uit de kust",51.665744,3.593157,,,Netherlands,Rijkswaterstaat WaterWebservices
schouwen.20kmuitdekust,"Schouwen, 20 km uit de kust","Schouwen, 20 km uit de kust",51.778637,3.385635,,,Netherlands,Rijkswaterstaat WaterWebservices
schouwen.30kmuitdekust,"Schouwen, 30 km uit de kust","Schouwen, 30 km uit de kust",51.839054,3.2732,,,Netherlands,Rijkswaterstaat WaterWebservices
schouwen.4kmuitdekust,"Schouwen, 4 km uit de kust","Schouwen, 4 km uit de kust",51.682408,3.561489,,,Netherlands,Rijkswaterstaat WaterWebservices
schouwen.50kmuitdekust,"Schouwen, 50 km uit de kust","Schouwen, 50 km uit de kust",51.954042,3.056841,,,Netherlands,Rijkswaterstaat WaterWebservices
schouwen.70kmuitdekust,"Schouwen, 70 km uit de kust","Schouwen, 70 km uit de kust",52.073475,2.829111,,,Netherlands,Rijkswaterstaat WaterWebservices
schroevendplas,Schroevend Plas,Schroevend Plas,51.109777,5.819246,,,Netherlands,Rijkswaterstaat WaterWebservices
schuitengatii,Schuitengat II,Schuitengat II,53.354598,5.219007,,,Netherlands,Rijkswaterstaat WaterWebservices
schulpengatii,Schulpengat II,Schulpengat II,52.937577,4.679524,,,Netherlands,Rijkswaterstaat WaterWebservices
schuwacht.lek,"Schuwacht, Lek","Schuwacht, Lek",51.8906101,4.6566256,,,Netherlands,Rijkswaterstaat WaterWebservices
servaasbrugbeneden,Servaasbrug beneden,Servaasbrug beneden,50.849776,5.696502,,,Netherlands,Rijkswaterstaat WaterWebservices
sgravendeel,'s-Gravendeel,'s-Gravendeel,51.779153,4.625854,,,Netherlands,Rijkswaterstaat WaterWebservices
sgravendeel.haven,"'s-Gravendeel, haven","'s-Gravendeel, haven",51.782209,4.625802,,,Netherlands,Rijkswaterstaat WaterWebservices
sgravenmoer,sgravenmoer,Donge,51.657249,4.934864,,,Netherlands,Rijkswaterstaat WaterWebservices
shertogenbosch.crevecoeur,'s-Hertogenbosch Crevecoeur,'s-Hertogenbosch Crevecoeur,51.733524,5.271539,,,Netherlands,Rijkswaterstaat WaterWebservices
shertogenbosch.empel.kanaal,"Empel, kanaal","Empel, kanaal",51.738528,5.333972,,,Netherlands,Rijkswaterstaat WaterWebservices
shertogenbosch.empel.maas,"Empel, Maas","Empel, Maas",51.740083,5.332889,,,Netherlands,Rijkswaterstaat WaterWebservices
shertogenbosch.engelen,'s-Hertogenbosch Engelen,vh Crevecoeur boven,51.73365,5.273041,,,Netherlands,Rijkswaterstaat WaterWebservices
shertogenbosch.engelen.dieze,'s-Hertogenbosch Engelen Dieze,'s-Hertogenbosch Engelen Dieze,51.73361,5.27297,,,Netherlands,Rijkswaterstaat WaterWebservices
shertogenbosch.poeldonk.aa,"'s-Hertogenbosch, Poeldonk, aa",voorheen beneden,51.683645,5.353944,,,Netherlands,Rijkswaterstaat WaterWebservices
shertogenbosch.poeldonk.zuidwillemsvaart,"'s-Hertogenbosch, Poeldonk, Zuid-Willemsvaart",voorheen boven,51.683,5.3537,,,Netherlands,Rijkswaterstaat WaterWebservices
shertogenbosch.sluisempel.gemaal,'s-Hertogenbosch Sluis Empel gemaal,'s-Hertogenbosch Sluis Empel gemaal,51.738519,5.333967,,,Netherlands,Rijkswaterstaat WaterWebservices
shertogenbosch.sluisempel.inlaat,'s-Hertogenbosch Sluis Empel inlaat,'s-Hertogenbosch Sluis Empel inlaat,51.738522,5.333967,,,Netherlands,Rijkswaterstaat WaterWebservices
shertogenbosch.sluisempel.pomp1,'s-Hertogenbosch Sluis Empel pomp1,'s-Hertogenbosch Sluis Empel pomp1,51.738528,5.333504,,,Netherlands,Rijkswaterstaat WaterWebservices
shertogenbosch.sluisempel.pomp2,'s-Hertogenbosch Sluis Empel pomp2,'s-Hertogenbosch Sluis Empel pomp2,51.738531,5.333504,,,Netherlands,Rijkswaterstaat WaterWebservices
shertogenbosch.sluisempel.pomp3,'s-Hertogenbosch Sluis Empel pomp3,'s-Hertogenbosch Sluis Empel pomp3,51.738533,5.333504,,,Netherlands,Rijkswaterstaat WaterWebservices
shertogenbosch.sluisempel.schutten,'s-Hertogenbosch Sluis Empel schutten,'s-Hertogenbosch Sluis Empel schutten,51.738522,5.333967,,,Netherlands,Rijkswaterstaat WaterWebservices
shertogenbosch.sluisempel.uitlaat,'s-Hertogenbosch Sluis Empel uitlaat,'s-Hertogenbosch Sluis Empel uitlaat,51.740075,5.332881,,,Netherlands,Rijkswaterstaat WaterWebservices
simonshaven,Simonshaven,Simonshaven,51.810097,4.307896,,,Netherlands,Rijkswaterstaat WaterWebservices
sintandries.maas,"Sint Andries, Maas","Sint Andries, Maas",51.79681,5.358789,,,Netherlands,Rijkswaterstaat WaterWebservices
sintandries.waal,"Sint Andries, Waal","Sint Andries, Waal",51.798608,5.357049,,,Netherlands,Rijkswaterstaat WaterWebservices
sintandries.waalbeneden,"Sint Andries, Waal beneden","Sint Andries, Waal beneden",51.820778,5.32266,,,Netherlands,Rijkswaterstaat WaterWebservices
sintandries.waalboven,"Sint Andries, Waal boven","Sint Andries, Waal boven",51.809396,5.370366,,,Netherlands,Rijkswaterstaat WaterWebservices
sintannaland.badstrand,"Sint Annaland, Badstrand","Sint Annaland, Badstrand",51.606822,4.104683,,,Netherlands,Rijkswaterstaat WaterWebservices
sintannaland.havensteiger,"Sint Annaland, Haven Steiger","Sint Annaland, Haven Steiger",51.603596,4.109586,,,Netherlands,Rijkswaterstaat WaterWebservices
sintannaland.oosterschelde,Sint Annaland haven,Sint Annaland haven,51.6036,4.1096,,,Netherlands,Rijkswaterstaat WaterWebservices
sintmaartensdijk.muiepolder.badstrand,"Sint Maartensdijk, Muiepolder, badstrand","Sint Maartensdijk, Muiepolder, badstrand",51.536551,4.062721,,,Netherlands,Rijkswaterstaat WaterWebservices
sintmaartenszee,Sint Maartenszee,Sint Maartenszee,52.793817,4.670695,,,Netherlands,Rijkswaterstaat WaterWebservices
sintmichielsgestel.dommel,"Sint-Michielsgestel, Dommel","Sint-Michielsgestel, Dommel",51.638431,5.348198,,,Netherlands,Rijkswaterstaat WaterWebservices
sintphilipsland.badstrand,"Sint Philipsland, badstrand","Sint Philipsland, badstrand",51.616741,4.170557,,,Netherlands,Rijkswaterstaat WaterWebservices
sintphilipsland.slaak.noord,Sint Philipsland Slaak noord,OB1,51.65423,4.15386,,,Netherlands,Rijkswaterstaat WaterWebservices
sintphilipsland.slaak.oost,Sint Philipsland Slaak oost,OM3,51.6442,4.17166,,,Netherlands,Rijkswaterstaat WaterWebservices
sintphilipsland.slaak.zuid,Sint Philipsland Slaak zuid,OM2,51.65136,4.15109,,,Netherlands,Rijkswaterstaat WaterWebservices
sintpietersberg,Sint-Pietersberg,Sint-Pietersberg,50.818153,5.699367,,,Netherlands,Rijkswaterstaat WaterWebservices
slaakdambrug,Slaakdambrug,Slaakdambrug,51.612474,4.192619,,,Netherlands,Rijkswaterstaat WaterWebservices
slenkzuid,Slenk zuid,Slenk zuid,53.321797,5.259367,,,Netherlands,Rijkswaterstaat WaterWebservices
sliedrecht,Sliedrecht,Sliedrecht,51.816118,4.784182,,,Netherlands,Rijkswaterstaat WaterWebservices
slijkgat.boeisg14,"Slijkgat, boei SG14","Slijkgat, boei SG14",51.85406,3.987501,,,Netherlands,Rijkswaterstaat WaterWebservices
slijkgat.boeisg18,"Slijkgat, boei SG18","Slijkgat, boei SG18",51.865869,3.993148,,,Netherlands,Rijkswaterstaat WaterWebservices
slikkenvanflakkee,Slikken van Flakkee,Slikken van Flakkee,51.751905,4.018143,,,Netherlands,Rijkswaterstaat WaterWebservices
slikkerveer,Slikkerveer,kilometer 990.5,51.892348,4.602728,,,Netherlands,Rijkswaterstaat WaterWebservices
slobbeland.volendam,"Slobbeland, Volendam","Slobbeland, Volendam",52.491908,5.0721,,,Netherlands,Rijkswaterstaat WaterWebservices
slochtersluis.boven,Slochtersluis,Slochtersluis,53.23631,6.65056,,,Netherlands,Rijkswaterstaat WaterWebservices
sluis,Sluis,Sluis,51.309178,3.382084,,,Netherlands,Rijkswaterstaat WaterWebservices
sluis15.zuidwillemsvaart,"Sluis 15, Zuid-Willemsvaart","Sluis 15, Zuid-Willemsvaart",51.272842,5.749753,,,Netherlands,Rijkswaterstaat WaterWebservices
sluis4.schuiflinks,Sluis4 schuif links,Sluis4 schuif links,51.6085516,5.53156253,,,Netherlands,Rijkswaterstaat WaterWebservices
sluis4.schuifrechts,Sluis4 schuif rechts,Sluis4 schuif rechts,51.60855161,5.53156253,,,Netherlands,Rijkswaterstaat WaterWebservices
sluishelmond.boven,"Sluis Helmond, boven","Sluis Helmond, boven",51.4653,5.693592,,,Netherlands,Rijkswaterstaat WaterWebservices
sluishintham,Sluis Hintham,Sluis Hintham,51.700275,5.358097,,,Netherlands,Rijkswaterstaat WaterWebservices
smeermaas.zuidwillemsvaart,"Smeermaas, Zuid-Willemsvaart","Smeermaas, Zuid-Willemsvaart",50.874748,5.678438,,,Netherlands,Rijkswaterstaat WaterWebservices
smeriggat,Smeriggat,Smeriggat,53.430735,6.021912,,,Netherlands,Rijkswaterstaat WaterWebservices
soelekerkepolder.oost,"Soelekerkepolder, oost","Soelekerkepolder, oost",51.542206,3.730818,,,Netherlands,Rijkswaterstaat WaterWebservices
someren.sluis11.beneden,"Someren, sluis 11, beneden","Someren, sluis 11, beneden",51.39615,5.7264,,,Netherlands,Rijkswaterstaat WaterWebservices
someren.sluis11.boven,"Someren, sluis 11, boven","Someren, sluis 11, boven",51.3953,5.7277,,,Netherlands,Rijkswaterstaat WaterWebservices
someren.sluis12.beneden,"Someren, sluis 12, beneden","Someren, sluis 12, beneden",51.3507,5.74324,,,Netherlands,Rijkswaterstaat WaterWebservices
someren.sluis12.boven,"Someren, sluis 12, boven","Someren, sluis 12, boven",51.34945,5.74345,,,Netherlands,Rijkswaterstaat WaterWebservices
someren.sluis13,"Someren, sluis 13",ADM,51.3302,5.7467,,,Netherlands,Rijkswaterstaat WaterWebservices
someren.sluis13.beneden,"Someren, sluis 13, beneden","Someren, sluis 13, beneden",51.3309,5.7466,,,Netherlands,Rijkswaterstaat WaterWebservices
someren.sluis13.boven,"Someren, sluis 13, boven","Someren, sluis 13, boven",51.3296,5.7468,,,Netherlands,Rijkswaterstaat WaterWebservices
sonenbreugel,Son en Breugel,Son en Breugel,51.505039,5.472281,,,Netherlands,Rijkswaterstaat WaterWebservices
sonenbreugel.beeksewaterloop,Son en Breugel inlaat Beekse Waterloop,Son en Breugel inlaat Beekse Waterloop,51.51377,5.55148,,,Netherlands,Rijkswaterstaat WaterWebservices
sonenbreugel.wilhelminakanaal,Son en Breugel inlaat Wilhelminakanaal,Son en Breugel inlaat Wilhelminakanaal,51.50504,5.47228,,,Netherlands,Rijkswaterstaat WaterWebservices
spaanjerd,Spaanjerd,Spaanjerd,51.129778,5.823639,,,Netherlands,Rijkswaterstaat WaterWebservices
spaarndam.zijkanaalc,"Spaarndam, Zijkanaal C","Spaarndam, Zijkanaal C",52.420077,4.693508,,,Netherlands,Rijkswaterstaat WaterWebservices
spakenburg,Spakenburg,Spakenburg,52.26069,5.388669,,,Netherlands,Rijkswaterstaat WaterWebservices
spakenburg.recreatieparktkleinezeetje,"Spakenburg, Recreatiepark 't Kleine Zeetje","Spakenburg, Recreatiepark 't Kleine Zeetje",52.260105,5.375501,,,Netherlands,Rijkswaterstaat WaterWebservices
spijkenisse.beerenplaat,"Spijkenisse, Beerenplaat",linker oever km 996.1,51.839573,4.420907,,,Netherlands,Rijkswaterstaat WaterWebservices
spijkenisse.oudemaas,"Spijkenisse, Oude Maas",inlaat voedingskanaal,51.861661,4.333954,,,Netherlands,Rijkswaterstaat WaterWebservices
spijkenisse.oudemaas.brug,"Spijkenisse, Oude Maas, Brug","voorheen Spijkenissebrug westelijke doorvaart, km1002.6",51.859612,4.33986,,,Netherlands,Rijkswaterstaat WaterWebservices
spruit,Spruit,Spruit,53.511134,6.439312,,,Netherlands,Rijkswaterstaat WaterWebservices
spuigoudswaard,Spui Goudswaard,Spui Goudswaard,51.803243,4.27938,,,Netherlands,Rijkswaterstaat WaterWebservices
stadaantharingvliet.drinkwaterinnnamepunt,"Stad aan het Haringvliet, drinkwaterinnnamepunt","Stad aan het Haringvliet, drinkwaterinnnamepunt",51.752834,4.223002,,,Netherlands,Rijkswaterstaat WaterWebservices
stadaantharingvliet.strand,"Stad aan het Haringvliet, strand","Stad aan het Haringvliet, strand",51.744927,4.241611,,,Netherlands,Rijkswaterstaat WaterWebservices
stampersplaat.noord,"Stampersplaat, noord","Stampersplaat, noord",51.753087,3.944539,,,Netherlands,Rijkswaterstaat WaterWebservices
stavenisse,Stavenisse,Stavenisse,51.598,4.004,,,Netherlands,Rijkswaterstaat WaterWebservices
stavenisse.badstrand,"Stavenisse, badstrand","Stavenisse, badstrand",51.593832,4.003615,,,Netherlands,Rijkswaterstaat WaterWebservices
stavenisse.keeten,"Stavenisse, keeten","Stavenisse, keeten",51.60037,4.015242,,,Netherlands,Rijkswaterstaat WaterWebservices
stavoren.gemaalhoogland.buiten,Stavoren gemaal Hoogland buiten,Stavoren gemaal Hoogland buiten,52.87793,5.36396,,,Netherlands,Rijkswaterstaat WaterWebservices
stavoren.ijsselmeer,Stavoren IJsselmeer,Stavoren IJsselmeer,52.853469,5.32634,,,Netherlands,Rijkswaterstaat WaterWebservices
stavoren.itsuderstrand,"Stavoren, It Suderstrand","Stavoren, It Suderstrand",52.872139,5.370067,,,Netherlands,Rijkswaterstaat WaterWebservices
stavoren.johanfrisokanaal,Stavoren JohanFrisokanaal gemaal Hoogland inlaat,Stavoren JohanFrisokanaal gemaal Hoogland inlaat,52.87805,5.364415,,,Netherlands,Rijkswaterstaat WaterWebservices
steenbergen.roosendaalsevliet,"Steenbergen, Roosendaalsevliet","Steenbergen, Roosendaalsevliet",51.641197,4.242284,,,Netherlands,Rijkswaterstaat WaterWebservices
steenbergsesas,Steenbergse Sas,Steenbergse Sas,51.626668,4.254928,,,Netherlands,Rijkswaterstaat WaterWebservices
steilebank,Steile Bank,Steile Bank,52.828102,5.629536,,,Netherlands,Rijkswaterstaat WaterWebservices
stellendam.binnen,"Stellendam, binnen","Stellendam, binnen",51.826694,4.050028,,,Netherlands,Rijkswaterstaat WaterWebservices
stellendam.buiten,"Stellendam, buiten",meetboei,51.8317,4.042533,,,Netherlands,Rijkswaterstaat WaterWebservices
stellendam.buitenhaven,"Stellendam, buitenhaven","Stellendam, buitenhaven",51.827028,4.033445,,,Netherlands,Rijkswaterstaat WaterWebservices
stellendam.recreatieterreinrws,"Stellendam, recreatieterrein RWS","Stellendam, recreatieterrein RWS",51.823716,4.044816,,,Netherlands,Rijkswaterstaat WaterWebservices
stellendam.zuiderdiep,"Stellendam, Zuiderdiep","Stellendam, Zuiderdiep",51.804103,4.056826,,,Netherlands,Rijkswaterstaat WaterWebservices
stevensweert,Stevensweert,Stevensweert,51.131088,5.841665,,,Netherlands,Rijkswaterstaat WaterWebservices
stevensweert.brandt.huiskensplas,"Stevensweert, Brandt, Huiskensplas",dagstrand,51.138721,5.859473,,,Netherlands,Rijkswaterstaat WaterWebservices
stevensweert.eiland.dekis,"Stevensweert, Eiland, De Kis",dagstrand,51.137182,5.857728,,,Netherlands,Rijkswaterstaat WaterWebservices
steyl,Steyl,Steyl,51.33689,6.117204,,,Netherlands,Rijkswaterstaat WaterWebservices
stortemelk,Stortemelk,Stortemelk,53.338992,5.055312,,,Netherlands,Rijkswaterstaat WaterWebservices
strandeilandvanmaurik,Strand Eiland van Maurik,Strand Eiland van Maurik,51.975226,5.421463,,,Netherlands,Rijkswaterstaat WaterWebservices
strandnieuwkamperhoek,Strand Nieuw kamperhoek,Strand Nieuw kamperhoek,52.601666,5.647846,,,Netherlands,Rijkswaterstaat WaterWebservices
strandnulde,Strand Nulde,Strand Nulde,52.271904,5.548364,,,Netherlands,Rijkswaterstaat WaterWebservices
strandrcn,Strand RCN,Strand RCN,52.309816,5.546889,,,Netherlands,Rijkswaterstaat WaterWebservices
strandschardam,Strand Schardam,Strand Schardam,52.593706,5.021697,,,Netherlands,Rijkswaterstaat WaterWebservices
strandstaversekade,Strand Staversekade,Strand Staversekade,52.659846,5.594348,,,Netherlands,Rijkswaterstaat WaterWebservices
streefkerk,Streefkerk,Streefkerk,51.907628,4.751275,,,Netherlands,Rijkswaterstaat WaterWebservices
streefkerk.lek,"Streefkerk, Lek","Streefkerk, Lek",51.9047846,4.7393118,,,Netherlands,Rijkswaterstaat WaterWebservices
surfstrandalmere,Surfstrand Almere,Surfstrand Almere,52.335004,5.205274,,,Netherlands,Rijkswaterstaat WaterWebservices
suurhofbrug,Suurhofbrug,Suurhofbrug,51.938523,4.08346,,,Netherlands,Rijkswaterstaat WaterWebservices
suurhofbrug.noordzijde,"Suurhofbrug, noordzijde","Suurhofbrug, noordzijde",51.937687,4.107234,,,Netherlands,Rijkswaterstaat WaterWebservices
swifterbant.ketelmeer,"Swifterbant, Ketelmeer","voorheen Ketelmeer, west",52.6055,5.6455,,,Netherlands,Rijkswaterstaat WaterWebservices
swifterweg,Swifterweg,Hoge Vaart,52.460358,5.693242,,,Netherlands,Rijkswaterstaat WaterWebservices
tennesseehaven,Tennesseehaven,Tennesseehaven,51.963507,4.093561,,,Netherlands,Rijkswaterstaat WaterWebservices
terheijde.10kmuitdekust,"Ter Heijde, 10 km uit de kust","Ter Heijde, 10 km uit de kust",52.109016,4.087249,,,Netherlands,Rijkswaterstaat WaterWebservices
terheijde.1kmuitdekust,"Ter Heijde, 1 km uit de kust","Ter Heijde, 1 km uit de kust",52.045696,4.168627,,,Netherlands,Rijkswaterstaat WaterWebservices
terheijde.20kmuitdekust,"Ter Heijde, 20 km uit de kust","Ter Heijde, 20 km uit de kust",52.182537,3.992029,,,Netherlands,Rijkswaterstaat WaterWebservices
terheijde.2kmuitdekust,"Ter Heijde, 2 km uit de kust","Ter Heijde, 2 km uit de kust",52.052354,4.159742,,,Netherlands,Rijkswaterstaat WaterWebservices
terheijde.30kmuitdekust,"Ter Heijde, 30 km uit de kust","Ter Heijde, 30 km uit de kust",52.253171,3.899781,,,Netherlands,Rijkswaterstaat WaterWebservices
terheijde.4kmuitdekust,"Ter Heijde, 4 km uit de kust","Ter Heijde, 4 km uit de kust",52.066247,4.141421,,,Netherlands,Rijkswaterstaat WaterWebservices
terheijde.50kmuitdekust,"Ter Heijde, 50 km uit de kust","Ter Heijde, 50 km uit de kust",52.344824,3.643155,,,Netherlands,Rijkswaterstaat WaterWebservices
terheijde.70kmuitdekust,"Ter Heijde, 70 km uit de kust","Ter Heijde, 70 km uit de kust",52.433981,3.389857,,,Netherlands,Rijkswaterstaat WaterWebservices
terherne.beneden,Terherne beneden,Terherne beneden,53.04323,5.76625,,,Netherlands,Rijkswaterstaat WaterWebservices
terherne.boven,Terherne boven,Terherne boven,53.04488,5.7706,,,Netherlands,Rijkswaterstaat WaterWebservices
termunten.zeestrand,"Termunten, zeestrand","Termunten, zeestrand",53.302878,7.031538,,,Netherlands,Rijkswaterstaat WaterWebservices
terneuzen,Terneuzen,Terneuzen,51.336212,3.819812,,,Netherlands,Rijkswaterstaat WaterWebservices
terneuzen.boei20,"Terneuzen, boei 20","Terneuzen, boei 20",51.346537,3.825487,,,Netherlands,Rijkswaterstaat WaterWebservices
terneuzen.goesekade,"Terneuzen, Goese Kade","Terneuzen, Goese Kade",51.319879,3.82195,,,Netherlands,Rijkswaterstaat WaterWebservices
terneuzen.landtong,"Terneuzen, landtong","Terneuzen, landtong",51.322031,3.824889,,,Netherlands,Rijkswaterstaat WaterWebservices
terneuzen.sluiskilbrug,"Terneuzen, Sluiskilbrug","Terneuzen, Sluiskilbrug",51.294,3.8354,,,Netherlands,Rijkswaterstaat WaterWebservices
terneuzen.westsluis.buiten,"Terneuzen, westsluis, buiten","Terneuzen, westsluis, buiten",51.337472,3.812564,,,Netherlands,Rijkswaterstaat WaterWebservices
terneuzen.westsluis.kanaalzijde,"Terneuzen, westsluis, kanaalzijde","Terneuzen, westsluis, kanaalzijde",51.324309,3.819115,,,Netherlands,Rijkswaterstaat WaterWebservices
terneuzen.westsluisinloop,"Terneuzen, westsluis inloop","Terneuzen, westsluis inloop",51.326006,3.818972,,,Netherlands,Rijkswaterstaat WaterWebservices
terschelling.100kmuitdekust,"Terschelling, 100 km uit de kust","Terschelling, 100 km uit de kust",54.148726,4.34059,,,Netherlands,Rijkswaterstaat WaterWebservices
terschelling.10kmuitdekust,"Terschelling, 10 km uit de kust","Terschelling, 10 km uit de kust",53.460377,5.09952,,,Netherlands,Rijkswaterstaat WaterWebservices
terschelling.135kmuitdekust,"Terschelling, 135 km uit de kust","Terschelling, 135 km uit de kust",54.414843,4.03974,,,Netherlands,Rijkswaterstaat WaterWebservices
terschelling.175kmuitdekust,"Terschelling, 175 km uit de kust","Terschelling, 175 km uit de kust",54.718461,3.690277,,,Netherlands,Rijkswaterstaat WaterWebservices
terschelling.20kmuitdekust,"Terschelling, 20 km uit de kust","Terschelling, 20 km uit de kust",53.536359,5.02044,,,Netherlands,Rijkswaterstaat WaterWebservices
terschelling.235kmuitdekust,"Terschelling, 235 km uit de kust","Terschelling, 235 km uit de kust",55.171526,3.156081,,,Netherlands,Rijkswaterstaat WaterWebservices
terschelling.30kmuitdekust,"Terschelling, 30 km uit de kust","Terschelling, 30 km uit de kust",53.612733,4.939633,,,Netherlands,Rijkswaterstaat WaterWebservices
terschelling.40kmuitdekust,"Terschelling, 40 km uit de kust","Terschelling, 40 km uit de kust",53.689154,4.853131,,,Netherlands,Rijkswaterstaat WaterWebservices
terschelling.4kmuitdekust,"Terschelling, 4 km uit de kust","Terschelling, 4 km uit de kust",53.414543,5.149245,,,Netherlands,Rijkswaterstaat WaterWebservices
terschelling.50kmuitdekust,"Terschelling, 50 km uit de kust","Terschelling, 50 km uit de kust",53.766773,4.765613,,,Netherlands,Rijkswaterstaat WaterWebservices
terschelling.60kmuitdekust,"Terschelling, 60 km uit de kust","Terschelling, 60 km uit de kust",53.843327,4.687311,,,Netherlands,Rijkswaterstaat WaterWebservices
terschelling.70kmuitdekust,"Terschelling, 70 km uit de kust","Terschelling, 70 km uit de kust",53.921038,4.608012,,,Netherlands,Rijkswaterstaat WaterWebservices
terschelling.badstrandwestaanzee,"Terschelling, Badstrand West aan Zee","Terschelling, Badstrand West aan Zee",53.405252,5.251798,,,Netherlands,Rijkswaterstaat WaterWebservices
terschelling.noordzee,"Terschelling, Noordzee","Terschelling, Noordzee",53.442486,5.333033,,,Netherlands,Rijkswaterstaat WaterWebservices
terschelling.west,"Terschelling, west","Terschelling, west",53.363045,5.220026,,,Netherlands,Rijkswaterstaat WaterWebservices
texel.noordzee,"Texel, Noordzee","Texel, Noordzee",53.120612,4.733193,,,Netherlands,Rijkswaterstaat WaterWebservices
texel.oudeschild,"Texel, Oudeschild","Texel, Oudeschild",53.038835,4.850192,,,Netherlands,Rijkswaterstaat WaterWebservices
texel.westgat,"Texel, Westgat","Texel, Westgat",52.940591,4.644484,,,Netherlands,Rijkswaterstaat WaterWebservices
texelstroom,Texelstroom,Texelstroom,53.019577,4.824649,,,Netherlands,Rijkswaterstaat WaterWebservices
tholen.bergsediepsluis.buiten,"Tholen, Bergse Diepsluis, buiten",west,51.511335,4.165743,,,Netherlands,Rijkswaterstaat WaterWebservices
tholen.nieuwehaven.boeinh7,"Tholen, Nieuwe Haven, boei NH7","Tholen, Nieuwe Haven, boei NH7",51.512748,4.215928,,,Netherlands,Rijkswaterstaat WaterWebservices
thorn.degrotehegge,"Thorn, De Grote Hegge",dagstrand,51.155656,5.843738,,,Netherlands,Rijkswaterstaat WaterWebservices
tiel.haven,"Tiel, haven","Tiel, haven",51.887763,5.441528,,,Netherlands,Rijkswaterstaat WaterWebservices
tiel.sluis.kanaal,"Tiel Sluis, kanaal","Tiel Sluis, kanaal",51.904386,5.452592,,,Netherlands,Rijkswaterstaat WaterWebservices
tiel.sluis.waal,"Tiel Sluis, Waal","Tiel Sluis, Waal",51.899,5.456,,,Netherlands,Rijkswaterstaat WaterWebservices
tiel.waal,"Tiel, Waal","Tiel, Waal",51.882384,5.440687,,,Netherlands,Rijkswaterstaat WaterWebservices
tiengemeten,Tiengemeten,Tiengemeten,51.735822,4.354986,,,Netherlands,Rijkswaterstaat WaterWebservices
tilburg.sluis2.beneden,"Tilburg, sluis 2, beneden","Tilburg, sluis 2, beneden",51.59716,4.9908,,,Netherlands,Rijkswaterstaat WaterWebservices
tilburg.sluis2.boven,"Tilburg, sluis 2, boven","Tilburg, sluis 2, boven",51.59645,4.9924,,,Netherlands,Rijkswaterstaat WaterWebservices
tilburg.sluis3,Tilburg Sluis 3,Tilburg Sluis 3,51.58214439,5.03554064,,,Netherlands,Rijkswaterstaat WaterWebservices
tilburg.sluis3.beneden,"Tilburg, sluis 3, beneden","Tilburg, sluis 3, beneden",51.582,5.0324,,,Netherlands,Rijkswaterstaat WaterWebservices
tilburg.sluis3.boven,"Tilburg, sluis 3, boven","Tilburg, sluis 3, boven",51.5816,5.036,,,Netherlands,Rijkswaterstaat WaterWebservices
tilburg.sluis3.kolk,Tilburg Sluis 3 kolk,Tilburg Sluis 3 kolk,51.58214439,5.03554064,,,Netherlands,Rijkswaterstaat WaterWebservices
tullentwaal.oost,"Tull en 't Waal, oost","Tull en 't Waal, oost",51.994208,5.140409,,,Netherlands,Rijkswaterstaat WaterWebservices
tullentwaal.west,"Tull en 't Waal, west","Tull en 't Waal, west",51.997563,5.133401,,,Netherlands,Rijkswaterstaat WaterWebservices
uikhoven,Uikhoven,Uikhoven,50.925556,5.727583,,,Netherlands,Rijkswaterstaat WaterWebservices
uitdam,Uitdam,Uitdam,52.420992,5.117749,,,Netherlands,Rijkswaterstaat WaterWebservices
uitdam.strand,"Uitdam, strand","Uitdam, strand",52.424191,5.07342,,,Netherlands,Rijkswaterstaat WaterWebservices
uithuizerwad,Uithuizerwad,"voorheen Uithuizerwad, 1",53.466778,6.749939,,,Netherlands,Rijkswaterstaat WaterWebservices
urk,Urk,Urk,52.65882,5.599885,,,Netherlands,Rijkswaterstaat WaterWebservices
urk.dijkstrand,"Urk, dijkstrand","Urk, dijkstrand",52.663389,5.59259,,,Netherlands,Rijkswaterstaat WaterWebservices
